RefId;IsBadBuy;PurchDate;Auction;VehicleAge;Make;Model;Trim;SubModel;Color;Transmission;WheelTypeID;VehOdo;Nationality;Size;TopThreeAmericanName;MMRAcquisitionAuctionAveragePrice;MMRAcquisitionAuctionCleanPrice;MMRAcquisitionRetailAveragePrice;MMRAcquisitonRetailCleanPrice;MMRCurrentAuctionAveragePrice;MMRCurrentAuctionCleanPrice;MMRCurrentRetailAveragePrice;MMRCurrentRetailCleanPrice;VehBCost;WarrantyCost;State|ZIPC
68799;0;5/21/2009;ADESA;5;CHRYSLER;PT CRUISER 2.4L I4 S;Bas;4D SEDAN;GREEN;AUTO;2;76774;AMERICAN;MEDIUM;CHRYSLER;34870;44880;42660;53470;34870;44880;42660;53470;32000;1389;FL|32219
26752;0;11/24/2009;MANHEIM;3;CHEVROLET;MALIBU V6;LT;4D SEDAN LT;WHITE;AUTO;1;77733;AMERICAN;MEDIUM;GM;60760;77680;70620;88890;62480;79120;95020;112520;58250;1272;TX|75050
64938;0;6/23/2009;MANHEIM;4;FORD;FIVE HUNDRED 3.0L V6;SE;4D SEDAN SE;SILVER;AUTO;1;76389;AMERICAN;LARGE;FORD;62190;76200;72170;87300;59190;72530;68930;83330;62800;1506;TX|77061
63916;0;8/19/2009;ADESA;5;CHRYSLER;TOWN & COUNTRY FWD V;LX;MINIVAN 3.3L LX;SILVER;AUTO;2;81830;AMERICAN;VAN;CHRYSLER;40240;51970;48460;61130;47970;65030;56810;75230;52450;1763;AZ|85226
49997;0;5/8/2009;MANHEIM;3;CHEVROLET;MALIBU 4C 2.2L I4 MP;LT;4D SEDAN LT;GREY;AUTO;1;57332;AMERICAN;MEDIUM;GM;63110;74500;73160;85460;63110;74500;73160;85460;68000;837;NM|87105
20055;0;3/8/2010;OTHER;3;CHEVROLET;IMPALA V6;LT;4D SEDAN LT 3.9L;GREY;AUTO;1;74167;AMERICAN;LARGE;GM;99850;117210;135680;156570;99120;115100;132090;149640;84300;1974;CA|95673
55137;0;6/15/2010;MANHEIM;4;HYUNDAI;ELANTRA;GLS;4D SEDAN;SILVER;AUTO;2;85962;OTHER ASIAN;MEDIUM;OTHER;51380;62220;87170;98960;44950;56850;77910;90300;49000;594;OR|97217
23214;0;8/12/2010;MANHEIM;2;CHEVROLET;IMPALA V6;LT;4D SEDAN LT 3.5L FFV;SILVER;AUTO;1;73851;AMERICAN;LARGE;GM;90430;106660;129350;148020;90210;107940;126840;153030;85100;1974;SC|29532
50850;0;4/21/2010;MANHEIM;3;CHRYSLER;SEBRING 4C;Bas;4D SEDAN;WHITE;AUTO;2;71746;AMERICAN;MEDIUM;CHRYSLER;81390;94230;115230;127960;74810;85830;113200;122900;80400;1155;TX|78219
48808;0;4/6/2010;MANHEIM;4;CHEVROLET;IMPALA;LT;4D SEDAN LT 3.5L;SILVER;AUTO;1;73700;AMERICAN;LARGE;GM;72880;86470;103830;121090;70490;84900;111510;123090;80150;1974;GA|30315
72121;0;5/27/2010;ADESA;5;FORD;TAURUS;SE;4D SEDAN SE;SILVER;AUTO;2;75409;AMERICAN;MEDIUM;FORD;33630;45330;67040;90370;33120;45060;65450;79180;50050;920;CO|80817
33436;0;4/21/2009;MANHEIM;4;CHEVROLET;UPLANDER FWD V6 3.5L;LS;PASSENGER EXT 3.5L LS;GOLD;AUTO;1;87268;AMERICAN;VAN;GM;66090;85200;76380;97020;66090;85200;76380;97020;62300;2282;FL|34761
63956;0;8/26/2009;ADESA;6;DODGE;CARAVAN GRAND FWD V6;Spo;MINIVAN 3.8L SPORT;RED;AUTO;1;83134;AMERICAN;VAN;CHRYSLER;37590;47670;45600;56480;42550;51320;50950;60430;57250;2063;AZ|85226
32827;0;6/30/2009;MANHEIM;3;CHRYSLER;SEBRING V6 2.7L V6 M;Tou;4D SEDAN;SILVER;AUTO;1;55118;AMERICAN;MEDIUM;CHRYSLER;50220;65990;59240;76270;51240;63360;60340;73430;54800;1003;CO|80022
18813;0;2/10/2009;MANHEIM;7;FORD;ESCAPE 2WD V6 3.0L V;XLT;4D CUV 3.0L XLT;RED;AUTO;1;87462;AMERICAN;SMALL SUV;FORD;38820;46030;46930;54710;46410;55630;55120;65080;61200;1283;CO|80022
70121;1;1/21/2010;ADESA;5;HYUNDAI;ACCENT;GLS;4D SEDAN GLS;WHITE;AUTO;1;68734;OTHER ASIAN;COMPACT;OTHER;31900;38560;64400;71180;31900;38560;64400;71180;34000;825;FL|32219
3308;0;12/9/2009;ADESA;5;DODGE;DURANGO 2WD V8;SLT;4D SUV 4.7L SLT;GOLD;AUTO;1;84593;AMERICAN;MEDIUM SUV;CHRYSLER;65100;79040;102890;118500;58220;70650;93920;104970;73000;1503;VA|20166
15448;0;10/13/2010;MANHEIM;3;DODGE;CARAVAN GRAND FWD V6;SE;MINIVAN 3.3L;SILVER;AUTO;2;72488;AMERICAN;VAN;CHRYSLER;64320;80590;108200;125600;62160;78070;109220;125680;74200;1623;CA|94544
14491;0;2/11/2009;OTHER;3;CHEVROLET;IMPALA 3.5L V6 SFI;LS;4D SEDAN LS;SILVER;AUTO;2;79438;AMERICAN;LARGE;GM;65820;75920;76090;86990;71440;81810;82160;93350;72000;1974;SC|29697
29368;0;10/20/2009;OTHER;1;DODGE;CALIBER 2.0L I4 SFI;SE;4D WAGON;SILVER;AUTO;2;45575;AMERICAN;MEDIUM;CHRYSLER;72390;78020;83180;89260;79500;85630;111100;117060;72000;693;OK|74135
28331;0;10/28/2009;MANHEIM;3;CHEVROLET;IMPALA 3.5L V6 SFI;LS;4D SEDAN LS;SILVER;AUTO;2;72095;AMERICAN;LARGE;GM;65730;77980;75990;89220;61290;70650;98880;110830;74000;1974;FL|32824
46659;0;2/17/2010;MANHEIM;2;CHEVROLET;UPLANDER FWD V6;LS;PASSENGER EXT 3.5L LS;BLUE;AUTO;2;87697;AMERICAN;VAN;GM;97450;121290;141050;161720;98480;119260;142810;161050;74550;2282;FL|33809
15575;0;7/20/2010;OTHER;3;CHEVROLET;MALIBU 4C;LS;4D SEDAN LS;BLUE;AUTO;2;67874;AMERICAN;MEDIUM;GM;71810;82420;105110;117160;71700;83630;106750;120040;68000;923;MD|21014
66238;0;9/17/2009;ADESA;5;JEEP;LIBERTY 2WD V6 3.7L;Spo;4D SUV;WHITE;AUTO;1;60817;AMERICAN;SMALL SUV;CHRYSLER;59000;75720;68720;86780;58780;75160;68480;86170;74450;630;NC|28273
33266;0;1/6/2009;MANHEIM;6;GMC;ENVOY XL 2WD 6C 4.2L;SLE;4D UTILITY 4.2L SLE;GREY;AUTO;1;83524;AMERICAN;MEDIUM SUV;GM;48360;57510;57230;67110;59800;73390;69580;84260;60550;1543;FL|34761
2025;1;11/30/2009;ADESA;6;MAZDA;TRIBUTE 2WD V6;LX;4D SPORT UTILITY LX;GREEN;AUTO;1;65262;OTHER ASIAN;SMALL SUV;OTHER;41510;57910;49830;67540;43370;55510;71960;85380;53000;1125;FL|33619
47806;0;7/14/2010;MANHEIM;4;FORD;FIVE HUNDRED;SEL;4D SEDAN SEL;BLACK;AUTO;1;85686;AMERICAN;LARGE;FORD;66610;82860;101440;118920;70150;82810;110220;124490;76500;1633;FL|33809
26078;0;9/22/2010;OTHER;3;PONTIAC;G6 4C;Bas;4D SEDAN;RED;AUTO;2;74943;AMERICAN;MEDIUM;GM;75260;87730;108480;124150;65920;77940;102970;112170;81000;1038;SC|29697
25894;0;8/4/2010;OTHER;5;DODGE;STRATUS 4C;SXT;4D SEDAN;GREEN;AUTO;1;88342;AMERICAN;MEDIUM;CHRYSLER;34370;46330;67000;77070;32720;45920;68380;82000;45000;1243;SC|29697
53026;0;9/15/2010;MANHEIM;2;CHEVROLET;HHR;LS;4D SUV 2.2L LS;BLACK;MANUAL;2;61916;AMERICAN;MEDIUM;GM;70540;82600;106070;119040;68400;79630;107360;117590;72450;728;TN|37122
39866;0;9/23/2010;MANHEIM;4;KIA;RIO;Bas;4D SEDAN;SILVER;AUTO;2;65348;OTHER ASIAN;COMPACT;OTHER;32680;41030;62760;71450;36680;44760;69160;84390;57200;533;AZ|85353
46643;0;2/10/2010;MANHEIM;3;FORD;FIVE HUNDRED;SEL;4D SEDAN SEL;SILVER;AUTO;1;84530;AMERICAN;LARGE;FORD;89500;110720;126960;148210;91670;109880;125800;148450;76550;1633;FL|33809
38899;0;8/20/2009;MANHEIM;4;KIA;SORENTO 2WD 3.5L V6;EX;4D SPORT UTILITY LX;WHITE;AUTO;1;47502;OTHER ASIAN;MEDIUM SUV;OTHER;58210;70660;67870;81310;56910;67410;66460;77800;74400;1187;TX|76040
7542;0;1/5/2009;MANHEIM;3;CHEVROLET;COBALT 2.2L I4 MPI;LT;4D SEDAN LT;SILVER;AUTO;1;80079;AMERICAN;COMPACT;GM;61100;69890;70990;80480;61130;71430;71020;82140;55000;853;NC|27542
45106;0;2/12/2009;OTHER;4;PONTIAC;GRAND PRIX 3.8L V6 S;GT;4D SEDAN GT2;SILVER;AUTO;1;77857;AMERICAN;LARGE;GM;63120;79260;73170;90600;79040;91190;90360;103490;77250;1974;MS|38637
40647;0;2/19/2009;MANHEIM;3;SUZUKI;FORENZA 2.0L I4 EFI;Bas;4D SEDAN;BLACK;AUTO;2;44977;OTHER ASIAN;MEDIUM;OTHER;43390;51830;51860;60980;42480;50760;50880;59820;54550;482;SC|29532
19373;0;3/9/2009;OTHER;3;PONTIAC;GRAND PRIX 3.8L V6 S;Bas;4D SEDAN;SILVER;AUTO;1;73337;AMERICAN;LARGE;GM;73640;87140;84530;99110;72400;87630;83190;99640;65050;1974;CA|95673
34997;1;3/4/2009;MANHEIM;3;CHRYSLER;PT CRUISER 2.4L I4 S;Lim;4D SEDAN LIMITED;BLACK;AUTO;1;84240;AMERICAN;MEDIUM;CHRYSLER;73220;85860;84080;97730;74320;90870;85270;103140;51100;1633;TX|75236
56532;0;7/6/2010;OTHER;3;CHEVROLET;IMPALA;LS;4D SEDAN LS;MAROON;AUTO;2;53826;AMERICAN;LARGE;GM;79350;89150;113370;125690;80290;91290;114050;128790;77000;1500;SC|29070
61978;0;3/26/2010;ADESA;3;CHRYSLER;PT CRUISER;Tou;4D SEDAN;WHITE;AUTO;2;80495;AMERICAN;MEDIUM;CHRYSLER;61410;69990;92540;102530;61600;71120;93720;103800;53700;1503;CA|91752
39670;0;1/21/2010;MANHEIM;6;DODGE;CARAVAN FWD V6;SXT;MINIVAN 3.3L SPORT;BLUE;AUTO;1;75963;AMERICAN;VAN;CHRYSLER;36920;46110;70450;80510;40920;46750;73380;80020;59700;1623;AZ|85353
32489;0;2/17/2009;MANHEIM;6;CHEVROLET;TAHOE 4WD 4.8L V8 SF;LS;4D SUV 4.8L LS;BROWN;AUTO;1;90134;AMERICAN;LARGE SUV;GM;62730;86470;72750;98390;78800;96370;90100;109080;84800;2218;CO|80022
13317;0;12/20/2010;MANHEIM;4;DODGE;MAGNUM V6;SE;WAGON 3.5L SXT;BLUE;AUTO;2;61177;AMERICAN;SPECIALTY;CHRYSLER;80790;95940;120540;143150;75780;92520;110210;128520;89000;1215;NC|27542
5199;1;11/17/2009;MANHEIM;2;CHEVROLET;MALIBU 4C;LT;4D SEDAN LT;BLUE;AUTO;2;78527;AMERICAN;MEDIUM;GM;70030;83400;80630;95070;63260;75920;100370;120590;61400;1038;AZ|85040
59419;0;4/22/2010;MANHEIM;5;FORD;FOCUS;ZX4;4D SEDAN ZX4;RED;AUTO;1;82371;AMERICAN;COMPACT;FORD;37170;47910;68980;77570;37920;48680;72850;86770;58200;1243;CA|92337
58785;0;7/14/2010;MANHEIM;3;DODGE;CALIBER;SXT;4D WAGON SXT;ORANGE;MANUAL;1;55495;AMERICAN;MEDIUM;CHRYSLER;70830;83780;108680;118360;70090;84300;103660;117180;71150;754;WA|98064
26032;0;9/15/2010;OTHER;6;CHEVROLET;CAVALIER 4C;LS;2D COUPE LS;WHITE;AUTO;1;50544;AMERICAN;COMPACT;GM;31820;42410;64270;74730;26790;35380;56370;66890;53000;920;SC|29697
69121;1;3/13/2009;ADESA;5;HYUNDAI;ELANTRA 2.0L I4 MPI;GLS;4D SEDAN;GREEN;AUTO;2;63609;OTHER ASIAN;MEDIUM;OTHER;39720;47850;47900;56680;35300;43980;43120;52500;48300;533;CA|91752
21474;0;8/31/2010;OTHER;5;FORD;TAURUS;SE;4D SEDAN SE;WHITE;AUTO;1;58153;AMERICAN;MEDIUM;FORD;34350;47210;66850;80110;31850;43920;61940;74330;60200;754;CA|95673
51734;0;2/24/2010;MANHEIM;3;CHEVROLET;IMPALA V6;LT;4D SEDAN LT 3.5L;GREY;AUTO;1;86206;AMERICAN;LARGE;GM;86650;100150;124940;139270;85290;100630;122340;142610;73850;2152;CO|80011
28392;0;11/4/2009;MANHEIM;3;CHRYSLER;PT CRUISER;Tou;4D SEDAN;RED;AUTO;2;42076;AMERICAN;MEDIUM;CHRYSLER;49310;59180;58250;68910;46030;57750;82550;98210;60000;975;FL|32824
57356;0;2/10/2009;OTHER;6;SATURN;VUE AWD 4C 2.2L I4 M;LS;4D CUV 2.2L;RED;AUTO;2;49558;AMERICAN;MEDIUM SUV;GM;41630;53920;49960;63230;39250;51290;47390;60390;51850;1628;IN|46239
16911;1;3/3/2010;MANHEIM;6;FORD;EXPEDITION 2WD V8;XLT;4D SUV 4.6L XLT;SILVER;AUTO;1;90644;AMERICAN;LARGE SUV;FORD;87800;101700;121430;140580;88470;104920;118340;140620;104000;1197;FL|32824
28940;0;5/19/2010;MANHEIM;3;CHEVROLET;IMPALA;LS;4D SEDAN LS;GOLD;AUTO;2;80909;AMERICAN;LARGE;GM;79610;92090;112110;126300;79510;90220;114740;126870;72550;2152;CO|80011
67951;0;10/14/2010;ADESA;4;DODGE;STRATUS V6;SXT;4D SEDAN;WHITE;AUTO;1;54320;AMERICAN;MEDIUM;CHRYSLER;36260;43690;69220;76380;27810;36070;63600;71440;51350;1086;NC|28273
62486;0;4/8/2009;ADESA;5;CHEVROLET;IMPALA 3.4L V6 SFI;Bas;4D SEDAN;SILVER;AUTO;2;79283;AMERICAN;LARGE;GM;36430;49100;44340;58030;31900;43590;39450;52080;57350;1974;AZ|85226
3701;0;3/30/2010;ADESA;4;CHEVROLET;COBALT;LS;4D SEDAN LS;PURPLE;AUTO;2;79380;AMERICAN;COMPACT;GM;53200;63540;82150;93920;46710;57960;78580;92660;61250;803;OH|45005
26299;0;12/22/2010;OTHER;5;CHRYSLER;SEBRING V6;Tou;4D SEDAN LXI;GOLD;AUTO;1;91671;AMERICAN;MEDIUM;CHRYSLER;39580;48400;77580;101790;36550;50360;72790;91860;43000;1485;SC|29697
21017;0;4/23/2010;MANHEIM;4;FORD;FOCUS;ZXW;4D WAGON ZXW;WHITE;AUTO;2;80092;AMERICAN;COMPACT;FORD;44160;58250;72980;96270;41790;51870;76740;86360;40400;1243;TX|75236
66603;1;1/28/2010;ADESA;6;FORD;TAURUS;SES;4D SEDAN SES;WHITE;AUTO;1;81795;AMERICAN;MEDIUM;FORD;24830;33930;54650;68060;36060;45680;65530;73990;44300;983;NC|28273
22044;0;2/4/2009;MANHEIM;6;DODGE;STRATUS 4C 2.4L I4 M;SE;4D SEDAN SE;WHITE;AUTO;2;42461;AMERICAN;MEDIUM;CHRYSLER;20220;28210;26840;35470;26370;33000;33480;40640;39950;1134;CA|92807
71428;0;7/16/2009;ADESA;5;DODGE;DURANGO 4WD V8 5.7L;SLT;4D SUV 5.7L SLT;GREY;AUTO;1;72177;AMERICAN;MEDIUM SUV;CHRYSLER;85490;103390;97330;116660;85490;103390;97330;116660;90550;1623;NC|28273
16179;0;1/21/2009;MANHEIM;5;CHRYSLER;PT CRUISER 2.4L I4 S;Bas;4D SEDAN;SILVER;AUTO;2;85575;AMERICAN;MEDIUM;CHRYSLER;38300;46680;46360;55410;41630;51570;49960;60700;39000;1503;FL|32824
30676;0;11/17/2010;MANHEIM;4;CHEVROLET;COBALT;LS;4D SEDAN LS;BLUE;MANUAL;2;61772;AMERICAN;COMPACT;GM;45390;55800;72440;84520;45870;56410;74030;87240;56500;728;FL|32824
35220;0;11/9/2010;MANHEIM;5;CHEVROLET;IMPALA;Bas;4D SEDAN;RED;AUTO;2;72641;AMERICAN;LARGE;GM;39700;53150;70740;85200;37350;50050;67750;81880;64000;1974;FL|34761
63331;0;1/27/2009;MANHEIM;5;CHRYSLER;SEBRING V6 2.7L V6 M;Tou;2D CONVERTIBLE;WHITE;AUTO;1;80022;AMERICAN;MEDIUM;CHRYSLER;37150;52940;45120;62180;46340;58330;55050;68000;36750;1373;TN|37210
57987;0;7/21/2010;ADESA;3;SATURN;AURA;XE;4D SEDAN XE;BROWN;AUTO;1;55486;AMERICAN;MEDIUM;GM;90540;106610;128440;141290;95120;109310;129250;141790;84450;1003;TX|77086
65255;0;6/10/2010;MANHEIM;3;CHEVROLET;COBALT;LT;2D COUPE LT;RED;AUTO;2;62202;AMERICAN;COMPACT;GM;66100;77040;103730;116500;66290;77710;103920;113460;60150;728;TX|77061
49223;0;4/1/2010;OTHER;7;MERCURY;MOUNTAINEER 2WD V8;Bas;4D SUV 4.6L;RED;AUTO;1;66543;AMERICAN;MEDIUM SUV;FORD;66280;82070;100480;112930;52920;61760;87830;95840;84350;1808;OK|73108
64829;0;11/16/2010;MANHEIM;3;KIA;SPECTRA;EX;4D SEDAN EX;BLUE;AUTO;2;80522;OTHER ASIAN;MEDIUM;OTHER;53310;63970;88500;98870;52780;64210;82970;93510;53250;594;TN|37210
61471;0;7/28/2009;MANHEIM;3;FORD;FREESTYLE FWD V6 3.0;SE;4D CUV 3.0L SE;GREEN;AUTO;1;64841;AMERICAN;CROSSOVER;FORD;87690;112250;99710;126230;74980;90370;120010;133120;81100;1313;NC|28625
827;0;8/11/2009;ADESA;4;PONTIAC;VIBE 1.8L I4 MPI;Bas;4D WAGON;RED;AUTO;2;81449;AMERICAN;MEDIUM;GM;66440;84740;76760;96520;55580;69970;88570;104330;83250;594;IA|50111
29308;0;10/5/2009;OTHER;1;DODGE;CALIBER 2.0L I4 SFI;SE;4D WAGON;RED;AUTO;2;55355;AMERICAN;MEDIUM;CHRYSLER;75830;81610;86900;93140;69670;75600;109210;115420;68000;754;OK|74135
11232;0;2/1/2010;MANHEIM;3;CHRYSLER;TOWN & COUNTRY 2WD V;LX;MINIVAN 3.3L;BLACK;AUTO;2;83520;AMERICAN;VAN;CHRYSLER;65960;81290;128670;158580;87890;106240;121780;139460;73000;1763;NC|27542
52208;0;10/6/2010;MANHEIM;4;CHEVROLET;EQUINOX FWD V6;LT;4D SUV LT;SILVER;AUTO;1;87488;AMERICAN;MEDIUM SUV;GM;86950;106260;129000;145120;85370;102220;124630;144760;76350;1503;TX|78219
52126;0;7/28/2010;MANHEIM;6;CHRYSLER;SEBRING V6;LXi;4D SEDAN TOURING;GOLD;AUTO;1;78127;AMERICAN;MEDIUM;CHRYSLER;29680;41840;61980;75750;26240;36640;58850;69160;51100;1272;TX|78219
35242;0;11/5/2009;OTHER;2;CHRYSLER;PT CRUISER;Bas;4D SEDAN;WHITE;AUTO;1;58197;AMERICAN;MEDIUM;CHRYSLER;54680;64010;64050;74130;56900;66770;93320;100900;53000;1086;CA|90045
65633;0;2/12/2009;MANHEIM;6;HYUNDAI;SANTA FE 2WD V6 2.7L;GLS;4D CUV 2.7L GLS;GOLD;AUTO;1;73781;OTHER ASIAN;MEDIUM SUV;OTHER;39140;47740;47270;56560;43460;52270;51940;61450;60300;986;FL|33411
58874;0;1/22/2009;MANHEIM;6;FORD;TAURUS 3.0L V6 EFI;SES;4D SEDAN SES;SILVER;AUTO;1;78941;AMERICAN;MEDIUM;FORD;29070;38350;36400;46420;29560;39790;36920;47970;42200;1220;CA|92337
16714;0;11/18/2009;MANHEIM;2;SUZUKI;RENO;LS;4D SEDAN;BLUE;AUTO;1;48716;OTHER ASIAN;COMPACT;OTHER;52840;64690;62070;74870;49190;57810;81900;91260;52000;482;FL|32824
6657;0;6/18/2010;MANHEIM;4;CHEVROLET;MALIBU 4C;LT;4D SEDAN LT;SILVER;AUTO;1;47877;AMERICAN;MEDIUM;GM;71840;86260;104520;119480;70250;81350;102930;113810;71000;764;AZ|85040
49632;0;3/25/2009;OTHER;6;DODGE;1500 RAM PICKUP 2WD;Lar;REG CAB 4.7L SLT;SILVER;AUTO;1;86156;AMERICAN;LARGE TRUCK;CHRYSLER;52600;56450;61810;65970;45800;50870;54460;59940;66700;1283;AZ|85009
19069;0;9/22/2009;MANHEIM;5;PONTIAC;GRAND AM 4C 2.2L I4;SE;4D SEDAN SE;WHITE;MANUAL;2;85444;AMERICAN;MEDIUM;GM;32710;44740;40330;53320;30070;38890;61490;71000;33400;1633;CO|80022
30017;0;4/28/2010;MANHEIM;5;DODGE;NEON;SE;4D SEDAN;BLUE;AUTO;2;85665;AMERICAN;COMPACT;CHRYSLER;31010;40830;59420;70250;30840;41040;60720;72870;46500;723;FL|32824
48327;0;11/30/2010;OTHER;5;FORD;TAURUS;SE;4D SEDAN SE;GREY;AUTO;2;72703;AMERICAN;MEDIUM;FORD;33060;45190;62770;73510;35520;48140;64420;76010;50250;920;LA|70401
4780;1;3/24/2009;MANHEIM;3;DODGE;MAGNUM V6 2.7L V6 MP;SE;WAGON 2.7L;GREY;AUTO;3;63041;AMERICAN;SPECIALTY;CHRYSLER;83750;95710;95450;108370;77830;87220;89060;99200;92000;1215;AZ|85040
47597;0;8/17/2010;MANHEIM;3;CHRYSLER;SEBRING 4C;Bas;4D SEDAN;GREY;AUTO;2;79551;AMERICAN;MEDIUM;CHRYSLER;76020;85870;107800;122140;70850;82310;103760;117320;76400;1155;TX|75050
14286;0;2/24/2010;MANHEIM;5;NISSAN;ALTIMA;Bas;4D SEDAN;SILVER;AUTO;1;89802;TOP LINE ASIAN;MEDIUM;OTHER;67470;80440;112380;133980;62100;76930;98570;116020;75850;723;CA|92807
27776;0;5/6/2009;MANHEIM;3;DODGE;CHARGER 2.7L V6 MPI;Bas;4D SEDAN SE;RED;AUTO;2;75786;AMERICAN;SPECIALTY;CHRYSLER;92100;105960;104470;119440;92100;105960;104470;119440;91000;1389;FL|32824
17503;0;9/7/2010;MANHEIM;4;CHRYSLER;PT CRUISER;Tou;4D SEDAN TOURING;SILVER;AUTO;2;92708;AMERICAN;MEDIUM;CHRYSLER;43470;53950;80080;89370;44490;54280;80860;90390;49650;1630;TX|77041
729;0;9/1/2010;ADESA;5;JEEP;GRAND CHEROKEE 4WD V;Lar;4D WAGON;GREY;AUTO;1;77652;AMERICAN;MEDIUM SUV;CHRYSLER;96190;114700;138540;161130;83800;95530;113040;128340;100100;1857;VA|20166
27049;0;10/29/2009;OTHER;4;CHRYSLER;PT CRUISER 2.4L I4 S;Tou;4D SEDAN TOURING;BLACK;AUTO;2;55453;AMERICAN;MEDIUM;CHRYSLER;44000;55830;52520;65300;44630;53910;80270;92980;51200;1086;OK|73108
41746;1;8/26/2010;MANHEIM;4;KIA;OPTIMA 4C;EX;4D SEDAN EX;WHITE;AUTO;1;64008;OTHER ASIAN;MEDIUM;OTHER;46100;61290;74310;95550;46240;61510;78940;92950;66350;728;FL|33619
5826;0;7/12/2010;MANHEIM;4;CHEVROLET;1500 SILVERADO PICKU;LS;REG CAB 5.3L;WHITE;AUTO;2;75006;AMERICAN;LARGE TRUCK;GM;72860;88100;118710;133040;72460;82810;101440;113600;70000;1155;AZ|85040
9564;1;7/20/2009;MANHEIM;4;SUZUKI;FORENZA 2.0L I4 EFI;LX;4D SEDAN LX;SILVER;AUTO;1;69561;OTHER ASIAN;MEDIUM;OTHER;32970;46540;40610;55260;45900;54310;71660;77180;52000;533;NC|27542
51555;0;10/7/2009;MANHEIM;2;CHRYSLER;SEBRING 4C 2.4L I4 E;Bas;4D SEDAN;GREY;AUTO;2;84242;AMERICAN;MEDIUM;CHRYSLER;71570;80520;82300;91960;68880;80730;104830;116760;57650;1243;CO|80011
2155;0;12/21/2010;ADESA;5;CHEVROLET;MONTE CARLO;LS;2D COUPE LS;RED;AUTO;1;75621;AMERICAN;LARGE;GM;38220;50690;69190;82970;45230;56760;81470;93500;48850;1974;IA|50111
33043;0;10/2/2009;OTHER;5;HYUNDAI;ELANTRA 2.0L I4 MPI;GLS;4D SEDAN;WHITE;AUTO;2;61154;OTHER ASIAN;MEDIUM;OTHER;31120;41970;38610;50330;34300;43560;42040;52040;46250;533;FL|32750
41186;0;4/22/2010;MANHEIM;5;CHEVROLET;CAVALIER 4C;Bas;4D SEDAN;SILVER;AUTO;2;68575;AMERICAN;COMPACT;GM;31000;40360;56480;69730;32100;42390;58540;71990;41800;1020;SC|29532
60790;0;10/19/2010;OTHER;3;CHRYSLER;SEBRING 4C;Bas;4D SEDAN;BLACK;AUTO;2;46257;AMERICAN;MEDIUM;CHRYSLER;71300;82360;104290;117380;66830;77740;99830;112420;82500;834;TX|78426
61298;0;4/21/2009;MANHEIM;4;FORD;TAURUS 3.0L V6 EFI;SE;4D SEDAN SE;GOLD;AUTO;2;92668;AMERICAN;MEDIUM;FORD;36880;47830;44830;56660;36880;47830;44830;56660;41100;1053;NC|28625
59383;1;4/8/2010;MANHEIM;6;CHEVROLET;TRAILBLAZER 4WD 6C;Nor;4D SUV 4.2L LS;RED;AUTO;1;87382;AMERICAN;MEDIUM SUV;GM;71180;87430;106690;125050;71300;87780;108270;126130;86350;2152;CA|92337
69690;0;6/10/2009;ADESA;4;PONTIAC;GRAND PRIX 3.8L V6 S;Bas;4D SEDAN;GREY;AUTO;2;79817;AMERICAN;LARGE;GM;55000;69200;64400;79740;55660;71580;65110;82310;75600;1974;AZ|85226
53468;0;9/1/2009;OTHER;1;CHRYSLER;PT CRUISER 2.4L I4 S;Bas;4D SEDAN;SILVER;AUTO;2;43943;AMERICAN;MEDIUM;CHRYSLER;71390;76390;82100;87500;74570;79450;85540;90810;68000;975;OK|74135
19280;0;2/3/2009;OTHER;2;KIA;SPECTRA 2.0L I4 EFI;EX;4D SEDAN EX;WHITE;AUTO;2;61726;OTHER ASIAN;MEDIUM;OTHER;65640;73920;75890;84830;63770;71950;73870;82710;61050;533;CA|95673
45560;0;9/30/2010;OTHER;6;CHRYSLER;SEBRING 4C;LX;4D SEDAN;GOLD;AUTO;1;84302;AMERICAN;MEDIUM;CHRYSLER;28690;39290;63780;79090;25450;33890;48900;65110;42650;1243;CO|80229
68933;0;8/27/2009;ADESA;3;CHRYSLER;TOWN & COUNTRY 2WD V;LX;MINIVAN 3.3L;RED;AUTO;2;85614;AMERICAN;VAN;CHRYSLER;66140;87540;76430;99540;74380;95420;85330;108050;64000;1763;FL|32219
56859;0;8/25/2009;MANHEIM;6;BUICK;CENTURY V6 3.1L V6 S;Cus;4D SEDAN CUSTOM;SILVER;AUTO;2;76613;AMERICAN;MEDIUM;GM;26610;38010;33740;46050;31190;45370;38690;54000;33850;2274;CA|92504
63647;0;6/9/2010;MANHEIM;5;SATURN;RELAY 2WD V6;LS;4D SPORT UTILITY;BLUE;AUTO;1;63281;AMERICAN;VAN;GM;62020;74390;97530;108870;53170;64510;91540;101130;72000;1801;TN|37210
22268;0;9/16/2009;MANHEIM;6;HONDA;ACCORD V6 3.0L V6 EF;EX;2D COUPE EX AUTO;WHITE;AUTO;1;74607;TOP LINE ASIAN;MEDIUM;OTHER;73730;88820;84630;100930;75670;90320;86720;102550;99100;1455;CA|92807
53562;0;9/21/2009;OTHER;1;CHRYSLER;PT CRUISER 2.4L I4 S;Bas;4D SEDAN;WHITE;AUTO;2;50609;AMERICAN;MEDIUM;CHRYSLER;74450;79260;85410;90600;67410;72240;77800;83020;63000;1086;OK|74135
